1377.760 	3.86 	8045 	0.0144466629
1378.263 	3.86 	8795 	0.0157934641
1378.765 	3.86 	8429 	0.0151362237
1379.269 	3.86 	8459 	0.0151900959
1379.772 	3.86 	8944 	0.0160610246
1380.275 	3.86 	7730 	0.0138810062
1380.779 	3.85 	9056 	0.0162415361
1381.281 	3.86 	7702 	0.0138307273
1381.784 	3.86 	8646 	0.0155455770
1382.288 	3.85 	7963 	0.0142812895
1382.791 	3.86 	8260 	0.0148327455
1383.293 	3.86 	8449 	0.0151913666
1383.797 	3.86 	7495 	0.0134590101
1384.300 	3.86 	8458 	0.0152075505
1384.803 	3.87 	7418 	0.0133545053
1385.307 	3.86 	8060 	0.0144735994
1385.809 	3.86 	7581 	0.0136134433
1386.312 	3.86 	8032 	0.0144415988
1386.816 	3.86 	7951 	0.0142778635
1387.319 	3.86 	7585 	0.0136206269
1387.822 	3.86 	8317 	0.0149351024
1388.325 	3.86 	7200 	0.0129456567
1388.828 	3.86 	8318 	0.0149368977
1389.331 	3.86 	7130 	0.0128035676
1389.835 	3.86 	8010 	0.0143838119
1390.338 	3.86 	8263 	0.0148381328
1390.840 	3.86 	6347 	0.0113975095
1391.344 	3.86 	8005 	0.0143930530
1391.847 	3.86 	6966 	0.0125090694
1392.350 	3.86 	8354 	0.0150015449
1392.852 	3.86 	7261 	0.0130388081
1393.356 	3.85 	7747 	0.0138939035
1393.859 	3.86 	7560 	0.0135929405
1394.362 	3.86 	7420 	0.0133412182
1394.866 	3.85 	7925 	0.0141951012
1395.368 	3.86 	6984 	0.0125413918
1395.871 	3.86 	7764 	0.0139420628
1396.375 	3.85 	6830 	0.0122493040
1396.878 	3.85 	7463 	0.0133845615
1397.381 	3.86 	6896 	0.0123990631
1397.884 	3.86 	6957 	0.0124929058
1398.387 	3.86 	7334 	0.0131698977
1398.890 	3.86 	6651 	0.0119585502
1399.394 	3.85 	7511 	0.0134706485
1399.897 	3.86 	6492 	0.0116726672
1400.399 	3.87 	7232 	0.0130196523
1400.903 	3.86 	6491 	0.0116560959
1401.406 	3.85 	7076 	0.0126904940
1401.909 	3.86 	7190 	0.0129113125
1402.413 	3.85 	6511 	0.0116623735
1402.915 	3.86 	7372 	0.0132381343
1403.418 	3.86 	8268 	0.0148471117
1403.922 	3.85 	7815 	0.0140158581
1404.425 	3.86 	7397 	0.0132830286
1404.928 	3.85 	7681 	0.0137755346
1405.431 	3.86 	7725 	0.0138720285
1405.934 	3.85 	7102 	0.0127371239
1406.437 	3.86 	7695 	0.0138181567
1406.940 	3.86 	6895 	0.0123972642
1407.443 	3.86 	7804 	0.0140138921
1407.946 	3.86 	6896 	0.0123833668
1408.449 	3.86 	7610 	0.0136655199
1408.953 	3.86 	7097 	0.0127443087
1409.456 	3.85 	7271 	0.0130402183
1409.958 	3.86 	7378 	0.0132489097
1410.462 	3.86 	7121 	0.0127874076
1410.965 	3.87 	7594 	0.0136713552
1411.468 	3.86 	6640 	0.0119236600
1411.972 	3.86 	7409 	0.0133045780
1412.474 	3.85 	6861 	0.0123049008
1412.977 	3.85 	7213 	0.0129361987
1413.481 	3.85 	7350 	0.0131819009
1413.984 	3.85 	6640 	0.0118934356
1414.487 	3.86 	7423 	0.0133297181
1414.990 	3.85 	6973 	0.0125057685
1415.493 	3.85 	7551 	0.0135423851
1415.996 	3.85 	7153 	0.0128123104
1416.500 	3.86 	7322 	0.0131483495
1417.003 	3.85 	7422 	0.0133110296
1417.505 	3.85 	7063 	0.0126511037
1418.009 	3.86 	7582 	0.0136152386
1418.512 	3.86 	7022 	0.0126096296
1419.015 	3.85 	8354 	0.0149825310
1419.518 	3.85 	7200 	0.0129128826
1420.021 	3.86 	7684 	0.0137984037
1420.524 	3.85 	7482 	0.0134016096
1421.027 	3.86 	7518 	0.0135003113
1421.531 	3.86 	8002 	0.0143694458
1422.033 	3.85 	7132 	0.0127909278
1422.536 	3.85 	8001 	0.0143494415
1423.040 	3.85 	7071 	0.0126815271
1423.543 	3.86 	7666 	0.0137660813
1424.046 	3.85 	7349 	0.0131801080
1424.549 	3.85 	7368 	0.0132141828
1425.052 	3.86 	7684 	0.0137984037
1425.555 	3.86 	6946 	0.0124731540
1426.059 	3.85 	7773 	0.0139405322
1426.562 	3.85 	6907 	0.0123874008
1427.064 	3.85 	7231 	0.0129684793
1427.568 	3.85 	7116 	0.0127460372
1428.071 	3.86 	6820 	0.0122624135
1428.574 	3.86 	7411 	0.0133081686
1429.078 	3.86 	6284 	0.0112843799
1429.580 	3.85 	7351 	0.0131669640
1430.083 	3.85 	6423 	0.0115193676
1430.587 	3.85 	6971 	0.0125021815
1431.090 	3.85 	6682 	0.0119686651
1431.592 	3.85 	6895 	0.0123501861
1432.096 	3.85 	6202 	0.0111230134
1432.599 	3.85 	6390 	0.0114456403
1433.102 	3.86 	6622 	0.0118913364
1433.606 	3.86 	5742 	0.0103110921
1434.108 	3.86 	6503 	0.0116776442
1434.611 	3.85 	6040 	0.0108187270
1435.114 	3.86 	6340 	0.0113849401
1435.618 	3.86 	6283 	0.0112825846
1436.121 	3.86 	6763 	0.0121445345
1436.623 	3.85 	6299 	0.0112969791
1437.127 	3.85 	5850 	0.0104784035
1437.630 	3.85 	6219 	0.0111535024
